timestamp,senderNodeId,receiverNodeId,packetSize,interArrivalTime,packetType,isSenderAttacker,label
17.7,0,0,512,0.1,ATTACK,1,ATTACK
17.7004,0,1,512,0.1,ATTACK,1,ATTACK
17.7004,0,2,512,0.1,ATTACK,1,ATTACK
17.8,0,0,512,0.1,ATTACK,1,ATTACK
17.8004,0,1,512,0.1,ATTACK,1,ATTACK
17.8004,0,2,512,0.1,ATTACK,1,ATTACK
17.9,0,0,512,0.1,ATTACK,1,ATTACK
17.9004,0,1,512,0.1,ATTACK,1,ATTACK
17.9004,0,2,512,0.1,ATTACK,1,ATTACK
18,0,0,512,0.1,ATTACK,1,ATTACK
18.0004,0,1,512,0.1,ATTACK,1,ATTACK
18.0004,0,2,512,0.1,ATTACK,1,ATTACK
18.1,0,0,512,0.1,ATTACK,1,ATTACK
18.1004,0,1,512,0.1,ATTACK,1,ATTACK
18.1004,0,2,512,0.1,ATTACK,1,ATTACK
18.2,0,0,512,0.1,ATTACK,1,ATTACK
18.2004,0,1,512,0.1,ATTACK,1,ATTACK
18.2004,0,2,512,0.1,ATTACK,1,ATTACK
18.3,0,0,512,0.1,ATTACK,1,ATTACK
18.3004,0,1,512,0.1,ATTACK,1,ATTACK
18.3004,0,2,512,0.1,ATTACK,1,ATTACK
18.4,0,0,512,0.1,ATTACK,1,ATTACK
18.4004,0,1,512,0.1,ATTACK,1,ATTACK
18.4004,0,2,512,0.1,ATTACK,1,ATTACK
18.5,0,0,512,0.1,ATTACK,1,ATTACK
18.5004,0,1,512,0.1,ATTACK,1,ATTACK
18.5004,0,2,512,0.1,ATTACK,1,ATTACK
18.6,0,0,512,0.1,ATTACK,1,ATTACK
18.6004,0,1,512,0.1,ATTACK,1,ATTACK
18.6004,0,2,512,0.1,ATTACK,1,ATTACK
18.7,0,0,512,0.1,ATTACK,1,ATTACK
18.7004,0,1,512,0.1,ATTACK,1,ATTACK
18.7004,0,2,512,0.1,ATTACK,1,ATTACK
18.8,0,0,512,0.1,ATTACK,1,ATTACK
18.8004,0,1,512,0.1,ATTACK,1,ATTACK
18.8004,0,2,512,0.1,ATTACK,1,ATTACK
18.9,0,0,512,0.1,ATTACK,1,ATTACK
18.9004,0,1,512,0.1,ATTACK,1,ATTACK
18.9004,0,2,512,0.1,ATTACK,1,ATTACK
19,0,0,512,0.1,ATTACK,1,ATTACK
19.0004,0,1,512,0.1,ATTACK,1,ATTACK
19.0004,0,2,512,0.1,ATTACK,1,ATTACK
19.1,0,0,512,0.1,ATTACK,1,ATTACK
19.1004,0,1,512,0.1,ATTACK,1,ATTACK
19.1004,0,2,512,0.1,ATTACK,1,ATTACK
19.2,0,0,512,0.1,ATTACK,1,ATTACK
19.2004,0,1,512,0.1,ATTACK,1,ATTACK
19.2004,0,2,512,0.1,ATTACK,1,ATTACK
19.3,0,0,512,0.1,ATTACK,1,ATTACK
19.3004,0,1,512,0.1,ATTACK,1,ATTACK
19.3004,0,2,512,0.1,ATTACK,1,ATTACK
19.4,0,0,512,0.1,ATTACK,1,ATTACK
19.4004,0,1,512,0.1,ATTACK,1,ATTACK
19.4004,0,2,512,0.1,ATTACK,1,ATTACK
19.5,0,0,512,0.1,ATTACK,1,ATTACK
19.5004,0,1,512,0.1,ATTACK,1,ATTACK
19.5004,0,2,512,0.1,ATTACK,1,ATTACK
19.6,0,0,512,0.1,ATTACK,1,ATTACK
19.6004,0,1,512,0.1,ATTACK,1,ATTACK
19.6004,0,2,512,0.1,ATTACK,1,ATTACK
19.7,0,0,512,0.1,ATTACK,1,ATTACK
19.7004,0,1,512,0.1,ATTACK,1,ATTACK
19.7004,0,2,512,0.1,ATTACK,1,ATTACK
19.8,0,0,512,0.1,ATTACK,1,ATTACK
19.8004,0,1,512,0.1,ATTACK,1,ATTACK
19.8004,0,2,512,0.1,ATTACK,1,ATTACK
19.9,0,0,512,0.1,ATTACK,1,ATTACK
19.9004,0,1,512,0.1,ATTACK,1,ATTACK
19.9004,0,2,512,0.1,ATTACK,1,ATTACK
20,0,0,512,0.1,ATTACK,1,ATTACK
20.0004,0,1,512,0.1,ATTACK,1,ATTACK
20.0004,0,2,512,0.1,ATTACK,1,ATTACK
20.1,0,0,512,0.1,ATTACK,1,ATTACK
20.1004,0,1,512,0.1,ATTACK,1,ATTACK
20.1004,0,2,512,0.1,ATTACK,1,ATTACK
20.2,0,0,512,0.1,ATTACK,1,ATTACK
20.2004,0,1,512,0.1,ATTACK,1,ATTACK
20.2004,0,2,512,0.1,ATTACK,1,ATTACK
20.3,0,0,512,0.1,ATTACK,1,ATTACK
20.3004,0,1,512,0.1,ATTACK,1,ATTACK
20.3004,0,2,512,0.1,ATTACK,1,ATTACK
20.4,0,0,512,0.1,ATTACK,1,ATTACK
20.4004,0,1,512,0.1,ATTACK,1,ATTACK
20.4004,0,2,512,0.1,ATTACK,1,ATTACK
20.5,0,0,512,0.1,ATTACK,1,ATTACK
20.5004,0,1,512,0.1,ATTACK,1,ATTACK
20.5004,0,2,512,0.1,ATTACK,1,ATTACK
20.6,0,0,512,0.1,ATTACK,1,ATTACK
20.6004,0,1,512,0.1,ATTACK,1,ATTACK
20.6004,0,2,512,0.1,ATTACK,1,ATTACK
20.7,0,0,512,0.1,ATTACK,1,ATTACK
20.7004,0,1,512,0.1,ATTACK,1,ATTACK
20.7004,0,2,512,0.1,ATTACK,1,ATTACK
20.8,0,0,512,0.1,ATTACK,1,ATTACK
20.8004,0,1,512,0.1,ATTACK,1,ATTACK
20.8004,0,2,512,0.1,ATTACK,1,ATTACK
20.9,0,0,512,0.1,ATTACK,1,ATTACK
20.9004,0,1,512,0.1,ATTACK,1,ATTACK
20.9004,0,2,512,0.1,ATTACK,1,ATTACK
21,0,0,512,0.1,ATTACK,1,ATTACK
21.0004,0,1,512,0.1,ATTACK,1,ATTACK
